LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT,TOTAL_BILL,TOTAL_PAID,PAY_RATIO,AVG_DELAY
50000,Male,University,Married,39,0,0,0,0,0,0,11665,12405,13355,13622,11550,11713,1232,1182,449,565,504,233,0,74310,4165,0.056048984,0
240000,Male,University,Married,49,-2,-2,-2,-2,-2,-2,4639,1825,973,-110,-110,-110,1838,976,110,0,0,0,0,7107,2924,0.411425355,0
90000,Male,University,Single,27,0,0,2,2,2,2,20249,44731,43712,52966,51988,56117,25000,0,10000,0,5000,3150,0,269763,43150,0.15995522,1.333333333
220000,Male,Graduate School,Single,38,1,2,-1,-1,0,-1,7311,5590,1066,2404,1338,19082,0,1066,2404,0,19082,4421,0,36791,26973,0.733141257,0.5
170000,Male,University,Single,33,-1,-1,-1,-1,-1,-1,2164,165,165,0,4841,95,165,165,0,4841,95,531,0,7430,5797,0.780215343,0
70000,Male,Graduate School,Single,26,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,313,0,0,313,313,0.166666667
160000,Male,Graduate School,Single,53,2,2,-1,-1,-2,-1,1309,0,4582,0,0,2191,0,4582,0,0,2191,4825,1,8082,11598,1.435040831,0.666666667
250000,Female,Graduate School,Single,29,-1,-1,-1,0,-1,-1,17949,9863,6942,2779,2497,2830,9863,6955,2517,2497,2830,10809,0,42860,35471,0.827601493,0
70000,Male,Graduate School,Married,42,0,0,0,0,0,0,71255,71338,71267,69813,71324,71268,2800,2800,2900,2800,2800,2990,1,426265,17090,0.040092431,0
90000,Female,University,Single,27,-1,-1,-1,0,0,0,509,511,4451,4104,8993,5382,511,4451,82,5161,108,0,1,23950,10313,0.430605428,0
50000,Female,University,Married,23,0,0,0,0,0,0,49103,44351,38726,28598,29277,27310,1800,2128,1000,1100,1000,999,0,217365,8027,0.036928668,0
150000,Female,Graduate School,Single,30,0,0,0,0,0,0,150311,138240,138887,144170,149970,145262,5500,3400,5883,5800,2905,2799,1,866840,26287,0.030325089,0
20000,Female,University,Married,21,1,-2,-1,-1,-2,-2,0,0,289,0,0,0,0,289,0,0,0,0,1,289,289,1,0.166666667
20000,Female,Graduate School,Single,23,0,0,0,0,0,0,16841,17676,18804,19037,20137,20160,1642,2000,1000,1730,587,208,0,112655,7167,0.063619014,0
50000,Female,Unknown,Married,29,0,0,0,0,0,0,85305,86152,56250,57603,19336,18964,4000,2257,2000,2000,700,600,0,323610,11557,0.035712741,0
200000,Male,Graduate School,Married,31,0,0,0,0,0,0,179063,159466,162739,163555,166452,168398,5000,5100,5000,6000,4500,20000,0,999673,45600,0.045614916,0
200000,Female,High School,Single,25,-1,-1,-1,0,-1,-1,1676,3122,2991,390,1211,390,4595,2991,0,1211,390,1112,0,9780,10299,1.053067485,0
120000,Female,University,Single,52,0,0,0,0,0,0,119796,117229,239224,91231,90184,90072,4700,5590,4000,3600,3700,32696,0,747736,54286,0.07260049,0
270000,Female,High School,Married,37,-1,-1,-1,-1,-1,-1,384,2197,186,0,173,0,2197,186,0,173,0,433,1,2940,2989,1.016666667,0
300000,Female,Graduate School,Single,31,0,0,0,-1,-1,-1,11158,1616,3658,658,662,0,1000,2700,658,662,0,0,0,17752,5020,0.282785038,0
400000,Male,University,Single,29,0,0,0,0,0,0,41008,42351,43146,44227,45062,46012,2005,1800,1800,1700,1700,1800,1,261806,10805,0.041271017,0
120000,Male,High School,Married,24,0,0,0,-2,-2,-2,79172,61300,0,0,0,0,2500,0,0,0,0,0,0,140472,2500,0.017797141,0
130000,Male,University,Single,25,0,0,0,0,0,0,4841,6750,7559,5198,5198,5198,2000,1000,2200,0,0,0,0,34744,5200,0.149666129,0
150000,Male,University,Married,30,-2,-2,-2,-2,-2,-2,116778,59731,89742,116067,97725,76466,60367,100483,116567,50156,10383,316,0,556509,338272,0.607846414,0
200000,Female,Graduate School,Single,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.166666667
130000,Male,University,Married,49,0,0,0,0,0,0,130558,131939,100513,35288,34359,33488,5311,2502,1512,1612,2000,1000,0,466145,13937,0.029898422,0
120000,Female,Graduate School,Single,27,-1,-1,-1,-1,-1,-1,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,0,6156,6156,1,0
230000,Female,University,Single,32,-2,-2,-2,-2,-2,-2,1168,698,2371,4524,299,395,698,2371,4524,299,395,0,0,9455,8287,0.876467478,0
50000,Male,Graduate School,Single,26,0,0,-1,-1,-1,-1,11550,11368,138,1022,316,450,1000,200,1200,600,600,600,0,24844,4200,0.169054903,0
10000,Female,High School,Married,49,-1,-1,-2,-1,2,2,32,-358,-748,1690,1138,930,0,0,2828,0,182,0,1,2684,3010,1.121460507,0.666666667
360000,Male,Graduate School,Single,28,-2,-2,-2,-2,-2,-2,14433,15157,8564,1495,5977,1211,2394,8606,1502,6006,4217,2228,0,46837,24953,0.53276256,0
140000,Female,Graduate School,Single,24,0,0,0,0,0,-1,124722,77682,77870,19353,8966,14300,3645,2322,387,1000,14300,2900,0,322893,24554,0.076043767,0
50000,Female,University,Single,25,3,2,2,0,0,0,49081,50074,48610,17857,18369,19011,2063,0,800,800,1000,1000,1,203002,5663,0.027896277,1.166666667
120000,Female,University,Married,44,0,0,0,0,0,0,16407,17433,18444,18810,19218,21385,1296,1307,673,711,2500,793,0,111697,7280,0.065176325,0
500000,Male,Graduate School,Married,56,-1,-1,-1,-1,-1,-1,22981,97007,32109,56370,36918,35017,97345,32189,56436,36918,35017,23547,0,280402,281452,1.003744624,0
500000,Male,Graduate School,Single,33,0,0,0,0,0,0,49981,45803,43838,25588,24648,23773,2200,2000,3000,2000,2657,85500,0,213631,97357,0.455725059,0
10000,Male,University,Single,25,-1,2,0,0,-1,-1,7786,8512,9290,9480,388,10000,1000,1000,190,388,10000,0,0,45456,12578,0.276707145,0.333333333
160000,Female,High School,Married,39,0,0,0,0,0,0,40892,42416,43367,44344,45486,50520,2500,3000,2000,1856,6000,2000,0,267025,17356,0.064997659,0
60000,Female,University,Single,31,-1,-1,2,-1,-1,-1,326,1152,826,22662,38211,19671,1152,0,22662,38211,19671,12245,0,82848,93941,1.133895809,0.333333333
60000,Female,University,Married,40,0,0,0,-1,-1,-1,25158,18473,7506,4790,6388,5816,5000,1508,4790,6388,6046,17806,0,68131,41538,0.609678414,0
160000,Female,University,Single,40,1,-1,-1,-1,-1,-1,0,372,-7,3298,455,-325,372,0,3305,455,0,0,0,3793,4132,1.089375165,0.166666667
500000,Female,Graduate School,Single,40,-1,-1,-1,-1,-2,-1,5158,5514,14199,1537,1537,5517,5514,14220,1537,1537,5517,550,0,33462,28875,0.862919132,0
360000,Female,Graduate School,Married,41,0,0,0,0,0,0,250180,141206,64277,32727,13004,0,4428,2017,305,1240,0,0,0,501394,7990,0.015935572,0
10000,Male,University,Single,27,2,2,2,0,0,2,6743,9060,8768,9465,10212,10198,2600,0,1000,900,300,0,1,54446,4800,0.088160746,1.333333333
30000,Female,High School,Married,44,2,2,2,2,0,0,33382,34547,35100,32859,32041,31262,2000,1500,0,1112,1175,2200,1,199191,7987,0.040097193,1.333333333
60000,Female,University,Single,26,0,0,0,0,0,0,3724,5782,24653,25831,27483,28085,5600,20000,2500,3000,2000,1500,0,115558,34600,0.299416743,0
80000,Female,University,Married,44,0,0,-1,-1,-1,-1,1719,1732,1250,175,175,175,1000,1250,175,175,175,175,0,5226,2950,0.564485266,0
410000,Male,University,Married,37,-2,-2,-2,-2,-2,-2,4339,1695,17106,9600,2052,3829,1815,17106,9600,2052,3829,3400,0,38621,37802,0.97879392,0
70000,Female,University,Married,27,3,2,3,2,0,0,70084,71379,69264,26547,24173,24620,3000,0,0,2000,1000,1000,1,286067,7000,0.024469792,1.666666667
60000,Female,High School,Single,47,-1,-1,-1,-1,-1,-1,696,696,696,696,696,696,696,696,696,696,696,380,1,4176,3860,0.924329502,0
80000,Male,University,Married,41,0,0,0,0,0,0,12781,9994,10704,9201,6275,2678,2000,4000,1000,1000,1000,1000,0,51633,10000,0.193674588,0
30000,Male,High School,Single,38,0,0,0,0,0,0,14095,15117,16130,16462,16808,17140,1255,1268,600,611,612,1000,0,95752,5346,0.055831732,0
110000,Female,High School,Married,49,0,0,0,0,0,0,52775,52687,53403,56028,57996,59839,3000,3000,5000,3000,3000,2000,0,332728,19000,0.0571037,0
150000,Female,University,Married,30,-1,-1,2,-1,-1,-1,696,1392,696,696,873,1392,1392,0,696,873,1392,696,1,5745,5049,0.878851175,0.333333333
30000,Female,University,Married,38,1,2,0,0,0,2,9033,8136,8339,8730,9386,3014,0,1000,1000,1300,0,1000,0,46638,4300,0.092199494,0.833333333
150000,Male,High School,Married,38,0,0,0,0,0,0,40441,38497,39552,40393,41243,42157,2000,2000,1500,1500,1600,1600,0,242283,10200,0.042099528,0
50000,Male,High School,Married,55,0,0,2,0,0,2,42067,45127,44106,44839,47634,46718,4055,0,1767,3683,0,1817,0,270491,11322,0.041857215,0.666666667
40000,Male,University,Others,41,0,0,0,0,0,0,39295,38490,38224,37764,38029,32179,1786,1890,2000,1104,948,337,0,223981,8065,0.036007518,0
70000,Female,University,Single,23,0,0,0,0,0,0,54428,25085,25282,21858,19171,8443,2002,1819,509,539,2000,1000,0,154267,7869,0.051008965,0
100000,Male,Graduate School,Married,46,2,0,0,0,0,0,98482,89958,78533,75568,63637,50711,3517,2700,19782,2063,3000,1400,1,456889,32462,0.07105008,0.333333333
10000,Female,High School,Single,22,1,2,0,0,2,0,8846,8560,9706,10406,10109,10057,0,1300,1000,0,1000,1000,0,57684,4300,0.074544068,0.833333333
60000,Male,High School,Single,29,0,0,0,0,0,0,4262,11674,6281,7920,8472,8735,7662,1269,1908,1000,727,0,0,47344,12566,0.26541906,0
100000,Male,Graduate School,Single,27,-1,-1,-1,-1,-1,-2,2927,831,1226,330,0,0,831,1226,330,0,0,0,1,5314,2387,0.449190817,0
50000,Female,University,Single,29,0,0,0,0,0,0,9730,9067,9816,9889,8765,9136,1500,1091,1000,1000,1000,2000,0,56403,7591,0.13458504,0
10000,Male,University,Married,30,-1,-1,-1,-1,-2,-2,390,0,780,0,0,0,0,780,0,0,0,0,1,1170,780,0.666666667,0
50000,Female,Graduate School,Married,54,2,2,2,0,0,0,47927,50421,17637,17680,18091,18750,4090,0,633,696,1000,1000,1,170506,7419,0.043511665,1
10000,Female,High School,Single,36,0,0,0,0,0,0,4945,6157,7172,8048,8318,8679,1300,1124,1000,400,500,200,0,43319,4524,0.104434544,0
80000,Male,University,Single,36,0,0,0,0,0,0,75345,77112,78707,38084,38910,39691,4419,4000,2000,2000,2000,3232,0,347849,17651,0.050743282,0
50000,Male,University,Single,47,0,0,0,0,0,0,37486,35996,36679,16707,17057,17423,1800,2021,650,619,650,1000,0,161348,6740,0.041773062,0
470000,Male,Graduate School,Single,27,-1,-1,-1,-1,0,0,4007,3201,14509,21168,14501,8726,3201,14509,21168,0,1528,6970,0,66112,47376,0.71660213,0
530000,Female,University,Single,39,0,0,0,0,0,0,398763,396324,355438,317549,290182,292602,17016,14102,11100,11005,11102,9060,0,2050858,73385,0.035782585,0
200000,Female,Graduate School,Married,34,-2,-2,-2,-2,-1,0,12322,25851,35691,-24303,38674,30784,13871,74000,882,124264,14692,8640,1,119019,236349,1.985808988,0
20000,Male,Graduate School,Single,23,0,0,0,0,0,-1,18055,2059,2576,1834,1092,942,1100,1500,200,200,942,19840,0,26558,23782,0.895474057,0
80000,Female,High School,Single,24,0,0,0,0,0,0,80235,81960,79121,59165,60084,59920,3626,3862,2056,2200,2130,2213,0,420485,16087,0.038258202,0
150000,Female,University,Single,38,-1,-1,-1,0,0,0,5219,0,5200,1561,1633,230,0,5200,0,72,460,4487,0,13843,10219,0.738207036,0
30000,Female,University,Married,41,2,2,0,0,0,-1,25594,21485,22320,23933,22742,2500,0,1300,5000,945,1850,1060,1,118574,10155,0.085642721,0.666666667
170000,Female,Unknown,Married,37,-2,-2,-1,-1,-1,-1,743,0,16474,4650,2359,0,0,16474,4650,2359,0,1977,0,24226,25460,1.05093701,0
230000,Female,High School,Married,30,0,0,0,0,0,0,190919,191785,164602,136569,139522,132239,7214,6264,10000,5028,5000,5000,0,955636,38506,0.040293585,0
170000,Female,University,Married,37,2,0,0,2,2,2,135419,138547,148175,149758,147262,156808,6800,13500,5500,0,12000,0,1,875969,37800,0.043152212,1.333333333
290000,Male,High School,Married,47,-1,-1,-2,-2,-2,-2,1200,0,0,0,0,0,0,0,0,0,0,4634,0,1200,4634,3.861666667,0
170000,Female,University,Single,27,0,0,0,0,0,0,64195,66163,67856,38803,40259,41541,3000,3000,2308,3000,3000,1800,0,318817,16108,0.050524282,0
200000,Female,Graduate School,Single,26,0,0,0,0,0,0,118267,103114,85698,64423,49432,34814,3263,5114,1613,1402,3055,7043,0,455748,21490,0.047153251,0
80000,Male,High School,Married,55,0,0,0,0,0,0,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,0,295724,14704,0.049722038,0
340000,Female,University,Single,32,-2,-2,-2,-2,-2,-2,0,0,2500,2500,0,0,0,5000,0,0,0,0,1,5000,5000,1,0
110000,Female,Graduate School,Single,28,0,0,2,0,0,0,112953,225099,221798,111960,111636,111733,12500,0,4400,4218,4323,4550,0,895179,29991,0.033502797,0.333333333
10000,Male,University,Single,36,0,0,2,0,0,0,6672,8405,8869,8901,9838,6771,2000,800,240,1000,771,1100,0,49456,5911,0.119520382,0.333333333
80000,Female,University,Single,27,0,0,0,0,0,0,64561,47041,25439,26140,28833,28459,2176,1299,1000,3000,981,2000,0,220473,10456,0.047425308,0
60000,Female,University,Others,28,0,0,0,0,0,0,34580,15924,18124,28644,18656,15952,1300,2500,1000,1688,1000,1000,0,131880,8488,0.064361541,0
340000,Female,University,Single,27,-1,-1,-1,-1,-1,-1,14745,9318,4794,7819,332,16516,9318,5343,7819,332,16516,5000,0,53524,44328,0.828189224,0
20000,Male,Graduate School,Married,54,0,0,0,0,0,0,10618,12135,16878,19624,20036,18309,2000,5000,3000,689,1000,2000,0,97600,13689,0.140256148,0
500000,Male,University,Married,49,-2,-1,0,0,0,0,5157,77667,94159,95209,97952,202991,77677,20000,3500,4371,107500,0,0,573135,213048,0.371723939,0
250000,Female,Graduate School,Married,53,0,0,0,0,0,0,252916,251830,245429,186620,193003,191867,9011,8146,6000,13003,11867,17186,0,1321665,65213,0.04934155,0
50000,Female,University,Single,24,1,-2,-1,-1,0,0,0,0,51400,11330,12144,12938,0,51400,11330,1000,1000,1519,0,87812,66249,0.754441306,0.166666667
100000,Male,Graduate School,Others,48,-1,-1,-1,0,0,-1,525,1022,897,897,319,2757,1100,1000,0,0,2800,5400,1,6417,10300,1.605111423,0
280000,Male,Graduate School,Single,31,-1,-1,-2,-1,-1,-1,2158,-2,-2,5823,2900,42128,0,0,5825,2915,42338,2419,1,53005,53497,1.009282143,0
500000,Male,Graduate School,Married,41,0,0,0,0,0,0,505128,500867,489856,356583,289398,274590,19295,18694,12271,9699,9420,8818,0,2416422,78197,0.032360656,0
20000,Male,University,Single,24,0,0,0,0,0,0,16793,18215,18679,16264,17119,10550,1700,1150,467,1000,1200,400,0,97620,5917,0.060612579,0
140000,Female,University,Single,24,1,-2,-1,-1,2,0,0,0,167,80644,146651,55776,0,167,80677,0,2500,28,0,283238,83372,0.294353159,0.5
250000,Female,University,Single,30,0,0,0,0,0,-1,43694,33357,44167,19806,22231,6852,15284,20087,5093,10000,6876,0,0,170107,57340,0.337081954,0
50000,Male,Graduate School,Single,27,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70000,Female,University,Married,33,2,0,0,0,0,0,49307,48214,27572,26810,20541,19234,1500,1300,1505,1000,1000,2000,1,191678,8305,0.043327873,0.333333333
230000,Female,University,Married,27,0,0,0,0,0,0,228863,227814,218694,191956,191741,176784,8862,8933,6956,7845,6784,7471,0,1235852,46851,0.037909879,0
500000,Male,High School,Single,31,-2,-2,-2,-2,-2,-2,453,16577,40489,39744,26765,2837,16783,40496,1075,2133,2851,85327,0,126865,148665,1.171836204,0
280000,Female,Graduate School,Married,40,0,0,0,0,0,0,212617,207478,211850,209651,214520,213520,7297,7584,7416,8000,7639,7312,0,1269636,45248,0.035638561,0
160000,Female,University,Married,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
50000,Female,University,Married,32,1,-2,-1,0,0,0,0,0,530,26530,26574,26289,0,530,26000,951,943,970,0,79923,29394,0.367778987,0.166666667
500000,Female,Graduate School,Married,38,0,0,0,0,0,0,105587,105478,100026,86265,67539,53676,3627,3059,2670,2331,2406,1645,0,518571,15738,0.030348785,0
290000,Female,University,Single,24,0,0,0,0,0,0,230014,219207,215223,216261,217537,216014,8411,8600,7000,7300,7000,6000,0,1314256,44311,0.033715654,0
100000,Male,High School,Single,29,0,0,0,0,0,-2,47919,30820,28503,6810,-3,-3,2000,1000,1039,12920,0,0,0,114046,16959,0.148703155,0
480000,Male,Graduate School,Married,61,0,0,0,0,0,0,91524,94123,95336,97645,92109,79795,5000,4000,7172,4000,2500,3000,0,550532,25672,0.046631258,0
110000,Female,High School,Single,33,0,0,0,0,0,0,110704,55885,56779,56580,57509,58715,2056,2100,2100,2076,2400,2100,0,396172,12832,0.032389972,0
350000,Female,Graduate School,Single,24,2,2,0,0,2,0,86342,84103,86179,91608,86705,90208,0,3500,6800,0,5100,105000,1,525145,120400,0.229270011,1
70000,Male,University,Others,34,-2,-2,-1,0,0,0,58875,0,72772,39980,40126,39788,0,72772,1400,1500,1500,1600,0,251541,78772,0.313157696,0
290000,Male,University,Married,38,0,0,0,0,0,0,118801,99370,84836,82168,80299,77324,3530,3019,2818,3000,3199,2350,0,542798,17916,0.033006754,0
210000,Female,University,Single,34,-2,-1,-1,-2,-2,-2,6769,12656,5570,2285,0,0,12660,5570,2285,0,0,0,0,27280,20515,0.752016129,0
240000,Male,Graduate School,Married,38,-1,-1,-1,-1,-1,-1,4890,4157,14342,11411,3006,13268,4164,14371,11411,3006,13336,0,0,51074,46288,0.90629283,0
260000,Female,University,Married,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667
80000,Male,University,Single,27,0,0,0,0,0,0,38220,33962,31297,27679,7689,8802,3000,1000,730,2015,1000,2000,0,147649,9745,0.066001124,0
50000,Male,University,Married,38,0,0,0,0,0,0,50748,48626,20712,17834,18248,19390,1500,1200,2500,618,4000,3000,0,175558,12818,0.073012907,0
10000,Male,High School,Single,28,2,0,0,-1,-1,0,6302,6390,0,1170,9956,9992,1000,1600,1170,9956,282,91,1,33810,14099,0.417006803,0.333333333
50000,Female,Unknown,Married,45,0,0,0,0,0,0,48984,49878,47024,29194,27146,28506,2000,1500,2000,2000,2000,1500,0,230732,11000,0.047674358,0
200000,Female,University,Married,39,1,-2,-1,-1,-1,-2,0,0,12888,2075,0,0,0,12888,2075,0,0,5051,0,14963,20014,1.337565996,0.166666667
400000,Female,University,Married,39,-2,-2,-2,-2,-1,-1,91170,55588,14037,20356,90159,79053,55974,14079,20417,90180,79176,34790,0,350363,294616,0.840887879,0
210000,Female,Graduate School,Married,37,0,0,-1,-1,-1,-1,24547,48302,4549,3085,7300,6583,4519,9098,3085,7300,6583,5060,1,94366,35645,0.377731386,0
500000,Male,Graduate School,Single,42,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
60000,Male,High School,Married,55,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,Female,University,Single,25,0,0,0,0,0,0,151761,149060,151308,152576,152368,142030,5752,6308,16644,12381,9320,5977,0,899103,56382,0.062709167,0
60000,Female,Graduate School,Single,26,1,-1,0,0,0,0,0,23040,28266,43296,44307,43550,23040,8000,20000,1669,1549,15000,0,182459,69258,0.379581166,0.166666667
450000,Male,Unknown,Married,35,0,0,0,0,-1,-1,254679,179510,212496,51953,74870,-2313,10000,205004,52000,74896,500,110124,0,771195,452524,0.58678285,0
430000,Female,University,Married,42,2,2,2,2,2,2,289358,296219,300873,294527,308523,318274,13000,11000,0,19000,15000,0,1,1807774,58000,0.032083656,2
50000,Female,University,Single,30,-1,-1,-1,0,0,-1,1383,1383,4149,2766,1383,1383,1383,4149,0,0,1383,5419,0,12447,12334,0.990921507,0
80000,Female,University,Single,23,-2,-2,-2,-2,-2,-2,0,2946,390,390,390,780,4419,390,390,390,780,0,0,4896,6369,1.300857843,0
200000,Male,High School,Married,36,0,0,0,2,2,2,25469,26663,28509,27381,29054,28052,2000,3000,0,2500,0,1500,1,165128,9000,0.054503173,1
60000,Female,University,Single,25,0,0,0,0,0,0,18280,19468,20986,23783,25548,21811,1482,2000,3000,3000,1500,2000,0,129876,12982,0.099956882,0
50000,Male,University,Married,48,2,0,0,0,0,0,49913,50588,50245,19424,19829,20386,2077,1311,689,712,879,799,0,210385,6467,0.030738883,0.333333333
150000,Female,Graduate School,Married,35,0,0,0,0,0,0,38484,43489,48194,32264,25579,0,8000,5175,3000,10000,0,0,0,188010,26175,0.139221318,0
200000,Female,Graduate School,Single,26,-1,0,-1,0,-1,-1,980,2980,3438,2102,38,0,2000,3438,50,38,0,0,0,9538,5526,0.579366744,0
80000,Male,University,Married,29,0,0,0,0,0,0,78265,79364,73622,75092,75976,77511,3070,2623,2644,2743,2783,2909,1,459830,16772,0.036474349,0
30000,Female,University,Others,41,1,-1,0,0,-1,0,8247,16463,7090,10000,18438,17068,16463,1314,10000,18438,733,11796,0,77306,58744,0.759889271,0.166666667
200000,Female,University,Single,33,0,0,0,0,-2,-2,47132,27179,13457,-387,-387,-387,1917,1000,0,0,0,0,0,86607,2917,0.03368088,0
170000,Female,Graduate School,Single,30,0,0,0,0,0,0,30552,29342,30544,30477,2609,1359,2500,2500,780,1100,400,918,0,124883,8198,0.065645444,0
130000,Male,University,Married,52,0,0,2,2,0,0,82399,89003,90160,87817,89746,98655,7931,3500,0,3499,10648,0,0,537780,25578,0.0475622,0.666666667
180000,Female,University,Single,28,0,0,0,0,0,0,103203,108032,109741,112907,115924,118832,6500,5000,5000,5000,5000,5000,0,668639,31500,0.047110623,0
160000,Male,Graduate School,Single,27,-1,-1,-1,-1,-1,-1,11924,0,4477,2682,29011,4000,0,4477,2682,29011,4000,5459,0,52094,45629,0.875897416,0
20000,Female,High School,Single,29,-1,2,2,-1,-1,-1,957,738,356,356,4616,728,356,0,356,4616,728,449,0,7751,6505,0.839246549,0.666666667
250000,Male,Graduate School,Single,42,0,0,0,0,0,0,255473,256003,254970,209124,213392,205180,11300,12177,7200,8000,7700,8003,0,1394142,54380,0.03900607,0
150000,Male,Graduate School,Single,28,-1,-1,-1,-2,-2,-2,252,6514,-31,-31,-31,-31,6546,0,0,0,0,0,0,6642,6546,0.985546522,0
180000,Male,Graduate School,Married,35,-1,-1,-1,-1,-1,-1,574,396,395,846,1027,381,396,395,848,1027,381,5819,0,3619,8866,2.449848024,0
120000,Male,Graduate School,Single,27,0,0,0,0,0,0,60109,44206,38083,36728,36952,35475,2415,1816,1381,1264,1228,1217,0,251553,9321,0.037053822,0
430000,Female,Graduate School,Married,42,-2,-2,-2,-2,-2,-2,1580,1526,806,2792,3010,-200,1526,806,2792,3010,200,0,0,9514,8334,0.875972251,0
200000,Male,Graduate School,Married,38,2,0,0,0,0,0,194281,188638,190824,133233,115882,117534,7332,5818,4451,4472,3850,3602,0,940392,29525,0.031396481,0.333333333
20000,Female,High School,Single,38,-1,-1,2,0,-1,-1,12193,11242,8015,3668,3508,5278,5015,0,0,3508,5278,780,0,43904,14581,0.332110969,0.333333333
370000,Female,Graduate School,Married,42,0,0,0,0,0,0,271452,256269,200761,125646,111185,45816,11295,8300,5000,4600,10000,280000,0,1011129,319195,0.315681777,0
30000,Female,High School,Single,25,0,0,0,0,0,0,25366,27626,22034,16312,14614,0,5000,1000,326,292,0,0,0,105952,6618,0.062462247,0
180000,Female,Graduate School,Single,25,0,-1,2,-1,-1,2,7026,10080,3254,1443,7105,2929,10080,0,1443,7105,0,5253,0,31837,23881,0.750102082,0.666666667
360000,Male,Graduate School,Married,48,-1,-1,-1,-1,-2,-1,5518,2532,5504,-4,-4,881,2548,5536,0,0,885,1595,0,14427,10564,0.732238165,0
260000,Female,Graduate School,Single,33,0,0,0,0,0,0,248034,241535,174423,46654,202945,180891,11381,7256,2312,200128,7175,5612,0,1094482,233864,0.21367551,0
200000,Female,Graduate School,Single,25,0,0,0,0,0,0,190123,194059,194464,76223,77822,80598,8487,5105,3000,2828,4073,1794,0,813289,25287,0.031092269,0
50000,Female,University,Married,39,0,0,0,0,0,0,30049,30147,28703,28918,29126,28643,1800,1500,1142,1200,1200,1200,0,175586,8042,0.045800918,0
50000,Female,University,Single,22,3,2,0,0,0,0,50953,49363,49243,46382,47261,48219,8,3011,1264,2000,1159,1244,1,291421,8686,0.029805676,0.833333333
270000,Male,Graduate School,Single,33,-1,-1,-1,-1,-1,-1,9711,9363,13951,8938,15280,18002,9391,13999,8964,15325,18028,211,0,75245,65918,0.87604492,0
10000,Female,University,Single,22,2,0,0,0,0,0,7582,8502,9479,9669,9978,9928,1200,1136,326,444,199,0,1,55138,3305,0.059940513,0.333333333
390000,Male,Graduate School,Married,38,-1,-1,-1,0,0,-1,9610,6090,18119,15220,7658,7547,6090,18119,304,416,7547,897,0,64244,33373,0.519472636,0
350000,Female,Graduate School,Married,50,-1,-1,-1,-1,-1,-1,50376,20717,10133,28858,8693,9194,20717,10173,28858,8693,9194,17436,0,127971,95071,0.742910503,0
350000,Male,Graduate School,Married,40,0,0,-1,-1,0,0,63200,6470,630,20682,20902,16754,4150,630,20902,5000,2000,3000,0,128638,35682,0.277383044,0
300000,Male,University,Single,33,0,0,0,0,0,0,306623,296304,295855,201842,201309,200695,12000,11504,8500,8000,8000,11000,0,1502628,59004,0.039267204,0
50000,Male,University,Single,38,0,0,0,0,0,0,42856,29248,17775,17833,18246,18642,1300,1600,650,700,700,700,0,144600,5650,0.039073306,0
250000,Female,Graduate School,Married,35,0,0,0,0,0,0,88132,81826,71488,69145,68680,70047,3500,3070,2372,2413,2428,2507,0,449318,16290,0.036254946,0
360000,Male,Graduate School,Single,33,-1,2,0,0,2,0,5971,5732,6465,9465,9290,4209,0,1000,3000,0,5000,3780,0,41132,12780,0.310706992,0.666666667
180000,Female,Graduate School,Married,42,1,-2,-2,-2,-2,-2,0,0,0,0,0,1031,0,0,0,0,1031,0,0,1031,1031,1,0.166666667
150000,Male,Others,Married,41,0,0,0,0,0,0,78354,69250,69790,71535,73131,72502,2507,3001,3001,3013,3133,3000,0,434562,17655,0.040627114,0
250000,Female,University,Married,35,1,2,2,2,2,2,196192,191745,205681,200988,217830,223254,0,17000,0,20000,9078,8500,0,1235690,54578,0.044168036,1.833333333
200000,Male,High School,Single,29,0,0,-1,-1,-1,-1,41151,21132,482,482,462,446,1650,482,482,462,466,0,0,64155,3542,0.055210038,0
260000,Female,Graduate School,Married,46,-1,-1,-1,-1,-1,-1,451,268,604,664,734,1076,268,604,664,734,1076,1220,1,3797,4566,1.202528312,0
150000,Female,Graduate School,Single,52,0,0,0,0,0,0,135450,137647,141046,143490,146060,149861,4771,4952,4019,4132,5037,3500,1,853554,26411,0.030942389,0
